447297.02	2714131.29	7.66
447315.0	2714130.35	7.33
447332.97	2714129.4	7.31
447353.95	2714128.3	7.41
447362.93	2714127.83	7.44
447380.91	2714126.89	7.36
447398.88	2714125.95	7.47
447414.46	2714125.13	7.61
447061.2	2714125.62	8.81
447227.46	2714122.97	7.74
447352.98	2714110.38	7.38
447362.05	2714111.06	7.55
447380.03	2714110.11	7.65
447398.0	2714109.17	7.74
447413.58	2714108.36	7.61
447060.06	2714107.66	8.64
447081.93	2714106.54	8.75
447099.91	2714105.59	8.61
447117.88	2714104.65	8.56
447135.86	2714103.71	8.58
447153.83	2714102.77	8.49
447171.81	2714101.83	8.22
447189.79	2714100.88	8.26
447207.76	2714099.94	8.17
447225.74	2714099.0	8.27
447241.21	2714098.16	8.29
447259.19	2714097.22	8.02
447277.16	2714096.28	7.89
447295.14	2714095.34	7.83
447313.11	2714094.4	7.71
447331.09	2714093.45	7.51
447351.56	2714092.41	7.55
447361.17	2714094.28	7.64
447379.15	2714093.34	7.73
447397.13	2714092.4	8.08
447412.7	2714091.58	8.07
447059.2	2714083.64	9.04
447225.29	2714080.97	8.41
447224.43	2714066.03	8.53
447351.07	2714074.36	8.04
447360.3	2714077.5	7.96
447378.27	2714076.56	7.97
447396.25	2714075.62	7.99
447411.82	2714074.8	7.82
447293.25	2714059.36	7.75
447311.23	2714058.42	7.76
447329.2	2714057.48	7.97
447350.18	2714056.38	8.17
447359.52	2714060.83	8.26
447377.39	2714059.78	8.09
447395.37	2714058.84	7.92
447410.95	2714058.03	7.65
447058.05	2714059.65	9.55
447079.92	2714058.53	9.36
447097.89	2714057.58	9.58
447115.87	2714056.64	9.61
447133.84	2714055.7	9.33
447151.82	2714054.76	9.32
447169.79	2714053.82	8.95
447205.75	2714051.93	8.95
447223.72	2714050.99	8.78
447238.7	2714050.23	8.61
447256.68	2714049.26	8.36
447274.65	2714048.34	8.45
447292.63	2714047.38	8.08
447310.6	2714046.44	8.16
447328.58	2714045.49	8.44
447349.55	2714044.39	8.18
447260.11	2714229.35	6.69
447278.08	2714228.41	6.68
447296.06	2714227.47	6.59
447314.03	2714226.53	6.53
447332.01	2714225.59	6.48
447385.93	2714222.76	6.57
447258.95	2714207.38	6.94
447276.93	2714206.44	6.67
447294.9	2714205.5	6.78
447312.78	2714204.56	6.72
447330.73	2714203.59	6.69
447348.73	2714202.68	6.39
447384.68	2714200.8	6.79
447431.2	2714157.9	7.15
447430.33	2714141.32	7.36
447429.44	2714124.35	7.48
447083.35	2714124.51	8.58
447101.32	2714123.57	8.34
447119.3	2714122.63	8.49
447137.27	2714121.69	8.25
447155.25	2714120.74	8.05
447173.22	2714119.8	7.98
447191.2	2714118.86	7.92
447209.17	2714117.92	7.93
447242.16	2714116.14	7.62
447260.13	2714115.2	7.77
447278.11	2714114.25	7.96
447296.05	2714113.36	7.75
447314.06	2714112.37	7.69
447332.03	2714111.43	7.36
447428.56	2714107.57	7.65
447427.68	2714090.79	7.73
447081.08	2714082.52	8.96
447099.05	2714081.58	9.07
447117.03	2714080.64	9.02
447135.0	2714079.7	8.76
447152.98	2714078.75	8.72
447170.95	2714077.81	8.77
447188.93	2714076.87	8.89
447206.9	2714075.93	8.67
447239.91	2714074.17	8.41
447257.88	2714073.23	8.13
447275.86	2714072.29	7.97
447294.15	2714077.34	7.77
447312.12	2714076.4	7.86
447330.1	2714075.46	7.89
447426.8	2714074.02	7.83
447425.92	2714057.24	7.87
447358.74	2714045.85	8.26
447376.61	2714044.8	8.27
447394.58	2714043.86	8.25
447410.16	2714043.05	8.08
447048.65	2714264.47	9.44
447047.4	2714240.5	8.03
447046.15	2714218.54	9.85
447045.2	2714198.56	8.21
447043.94	2714174.59	8.29
447043.16	2714159.61	8.61
447042.37	2714144.63	8.78
447041.23	2714126.67	8.68
447040.09	2714108.7	8.81
447039.23	2714084.69	8.93
447038.07	2714060.69	9.25
